OS,cliente,tipoComponente,modelo,estado,fechaLlegada,fechaPrometida,fechaTermino,NParte,serieComp,serieEquipo,tipoOrden,tipoReparacion,horasComp
505900974601,CONTRATO MINERA CANDELARIA,MF,793F,DESPACHO,2021-03-02,2021-04-30 00:00:00,2021-04-16,3345493,405014235,SSP01202,Programado,Overhaul,15000.0
505901015001,MINERA ESCONDIDA LTDA.,MO,797B,DESPACHO,2021-04-13,2021-04-23 00:00:00,2021-04-23,10R7929.000,XEE00214,JSM00167,Evento,Vestir,0.0
505901008401,INTERCAMBIO O INTERNO CRC,MF,797B,DESPACHO,2021-02-26,2021-03-28 00:00:00,2021-03-28,0R9814.505,10112029,JSM00397,Programado,Proceso Continuo,6136.0
505901008201,INTERCAMBIO O INTERNO CRC,MF,777F,DESPACHO,2021-02-26,2021-04-30 00:00:00,2021-04-30,10R8431.505,10070428,JXP00171,Programado,Overhaul,16468.0
505901026701,CENTINELA SULFUROS,TR,797B,TERMINADO,2021-02-26,2021-07-31 00:00:00,2021-07-26,0R9813.000,10134059,JSM00362,Evento,Puntual,2256.0
505901009701,INTERCAMBIO O INTERNO CRC,TR,797B,DESPACHO,2021-02-26,2021-06-14 00:00:00,2021-06-14,0R9813.000,10104026,JSM00421,Programado,Overhaul,14003.0
505901009801,INTERCAMBIO O INTERNO CRC,CO,797B,DESPACHO,2021-02-26,2021-04-19 00:00:00,2021-04-14,0R9812.000,T6B000173,JSM00421,Evento,Overhaul,19334.0
505901013601,CLIENTE LOS COLORADOS (CMP),CO,994K,DESPACHO,2021-03-01,2021-05-23 00:00:00,2021-05-20,3904072EX.,JG200019,MRK00319,Evento,Overhaul,13500.0
505901013701,CLIENTE LOS COLORADOS (CMP),TR,994K,DESPACHO,2021-03-01,2021-05-15 00:00:00,2021-05-14,3882730,J1K00311,MRK00319,Evento,Overhaul,13500.0
505901014101,INTERCAMBIO O INTERNO CRC,MO,797F,DESPACHO,2021-04-01,2021-04-11 00:00:00,2021-04-07,20R7015.000,RMR00223,S/N,Evento,Puntual,0.0
505901014201,INTERCAMBIO O INTERNO CRC,MO,797F,DESPACHO,2021-03-25,2021-04-02 00:00:00,2021-03-31,20R7015.000,RMR00224,S/N,Evento,Puntual,0.0
505901021301,COMPANIA MINERA LOMAS BAYAS,MF,793F,DESPACHO,2021-03-02,2021-04-30 00:00:00,2022-02-11,2802051,KAK03928,SSP01172,Evento,Overhaul,19663.0
505901013901,INTERCAMBIO O INTERNO CRC,MA,797B,DESPACHO,2021-03-01,2021-04-18 00:00:00,2021-04-08,1925826EX.505,401614214,JSM00411,Evento,Overhaul,8544.0
505901019401,INTERCAMBIO O INTERNO CRC,MF,793C,DESPACHO,2021-03-01,2021-05-28 00:00:00,2021-05-28,20R3788.505,400814308,ATY00847,Programado,Overhaul,21103.0
505901019501,INTERCAMBIO O INTERNO CRC,MO,797B,DESPACHO,2021-03-02,2021-07-30 00:00:00,2021-07-23,10R7929.50,XEE00128,JSM00419,Programado,Overhaul,15404.0
505901019601,INTERCAMBIO O INTERNO CRC,MF,797F,DESPACHO,2021-03-02,2021-06-22 00:00:00,2021-06-22,0R9814FC.505,400814377,LAJ00497,Programado,Overhaul,26112.0
505901016301,SIERRA GORDA S.C.M.,TR,D11T,TERMINADO,2021-03-03,2021-05-17 00:00:00,2021-05-10,3080081,MCK01936,AMA00593,Evento,Overhaul,6000.0
505901021201,CLIENTE LOS COLORADOS (CMP),MF,793F,DESPACHO,2021-03-03,2021-05-28 00:00:00,2021-05-24,3345493,VER PLACA,SSP00969,Evento,Tarifa Fija,19407.0
505901021001,CLIENTE LOS COLORADOS (CMP),DI,793F,TERMINADO,2021-03-03,2021-05-19 00:00:00,2021-05-19,2801609,DFN01330,SSP00969,Evento,Tarifa Fija,22466.0
505901015301,CLIENTE LOS COLORADOS (CMP),TR,793F,DESPACHO,2021-03-03,2021-07-11 00:00:00,2021-07-06,4499612,JA500390,SSP00973,Evento,Tarifa Fija,16947.0
505901014401,INTERCAMBIO O INTERNO CRC,CO,797B,DESPACHO,2021-03-04,2021-05-02 00:00:00,2021-04-29,0R9812.505,T6B00293,JSM00299,Programado,Overhaul,27078.0
505901015101,INTERCAMBIO O INTERNO CRC,MA,797B,DESPACHO,2021-03-03,2021-06-10 00:00:00,2021-06-04,1925826EX.505,CRA04385,JSM00169,Evento,Overhaul,11795.0
505901019701,INTERCAMBIO O INTERNO CRC,DI,797B,DESPACHO,2021-03-04,2021-06-13 00:00:00,2021-05-31,2912627EX.505,325814338,JSM00300,Programado,Overhaul,26562.0
505901019801,INTERCAMBIO O INTERNO CRC,DI,797B,DESPACHO,2021-03-04,2021-06-10 00:00:00,2021-05-31,2912627EX.505,325814283,JSM00300,Programado,Overhaul,26562.0
505901016801,MINERA CENTINELA,DI,793C,DESPACHO,2021-03-03,2021-08-15 00:00:00,2021-08-14,2034000,325814531,ATY00846,Evento,Armado de Cero,1.0
505901019901,INTERCAMBIO O INTERNO CRC,MO,797B,DESPACHO,2021-03-22,2021-06-20 00:00:00,2021-06-29,10R7929.505,XEE00130,JSM00431,Programado,Overhaul,13605.0
505901017701,LOS COLORADOS (CMP -Suc.Coquimbo),MO,6060 BH,DESPACHO,2021-05-13,2021-06-03 00:00:00,2021-12-31,3792430,EEZ00102,DHN60165,Evento,Tarifa Fija,9300.0
505901017501,CLIENTE LOS COLORADOS (CMP),MO,6060 FS,DESPACHO,2021-11-04,2022-04-24 00:00:00,2022-04-14,3792430,MLM00217,DH360093,,Tarifa Fija,0.0
505901017901,INTERCAMBIO O INTERNO CRC,TR,797B,TERMINADO,2021-03-04,2021-07-05 00:00:00,2021-06-25,0R9813.505,10236094,JSM00299,Programado,Overhaul,14704.0
505901042901,INTERCAMBIO O INTERNO CRC,CO,854K,DESPACHO,2021-03-04,2021-04-01 00:00:00,2021-03-29,20R0162.00,10314582A,22100315,Evento,Puntual,0.0
505901027301,INTERCAMBIO O INTERNO CRC,MO,994K,DESPACHO,2021-03-11,2021-05-18 00:00:00,2021-05-18,4998893EX.,LR400132,S/N,Evento,Puntual,0.0
505901029801,CLIENTE LOS COLORADOS (CMP),MF,793F,TERMINADO,2021-03-05,2021-05-19 00:00:00,2021-05-18,3345493,KAK02661,SSP00969,Evento,Tarifa Fija,19407.0
505901029901,CIA.MINERA DEL PACIFICO S.A.,MF,793F,TERMINADO,2021-03-05,2021-05-19 00:00:00,2021-05-19,3345493,KAK00322,SSP00267,Evento,Tarifa Fija,28504.0
505901018001,INTERCAMBIO O INTERNO CRC,TR,797F,DESPACHO,2021-03-05,2021-06-07 00:00:00,2021-06-07,20R8719.505,MNYR4308/10314308,LAJ00168,Programado,Overhaul,9387.0
505901020001,INTERCAMBIO O INTERNO CRC,MO,797B,TERMINADO,2021-03-06,2021-07-05 00:00:00,2021-07-05,10R7929.00,XEE00138,JSM00471,Programado,Overhaul,13617.0
505901018301,INTERCAMBIO O INTERNO CRC,MO,797B,TERMINADO,2021-03-06,2021-06-27 00:00:00,2021-06-27,10R7929.00,XEE00131,JSM00442,Programado,Overhaul,14962.0
505901021101,Centro de Servicios La Negra,DI,797F,DESPACHO,2021-03-08,2021-09-08 00:00:00,2021-09-12,2912627,JEC00247,LAJ00499,Evento,Overhaul,16516.0
505901024301,INTERCAMBIO O INTERNO CRC,TR,797F,DESPACHO,2021-03-08,2021-08-30 00:00:00,2021-08-13,20R8719.505,MNY00805,LAJ00498,Programado,Overhaul,9228.0
505901024201,INTERCAMBIO O INTERNO CRC,CO,797B,DESPACHO,2021-03-08,2021-06-22 00:00:00,2021-06-22,0R9812.505,10165920,JSM00442,Programado,Overhaul,14961.0
505901025501,INTERCAMBIO O INTERNO CRC,MO,797B,DESPACHO,2021-03-30,2021-08-15 00:00:00,2021-08-13,10R7929.505,XEE00129,JSM00234,Programado,Overhaul,15688.0
505901024401,INTERCAMBIO O INTERNO CRC,MA,797B,DESPACHO,2021-03-09,2021-05-09 00:00:00,2021-05-04,1925826.505,401612455,JSM00459,Evento,Overhaul,7261.0
505901025101,INTERCAMBIO O INTERNO CRC,TR,797F,DESPACHO,2021-03-09,2021-07-15 00:00:00,2021-07-05,20R8719.505,MNY00741,LAJ00233,Programado,Overhaul,5815.0
505901035501,INTERCAMBIO O INTERNO CRC,CO,797F,DESPACHO,2021-03-10,2021-04-05 00:00:00,2021-04-05,20R0132.50,J2C00209,LAJ00471,Evento,Overhaul,292.0
505901030201,INTERCAMBIO O INTERNO CRC,DI,797F,DESPACHO,2021-03-10,2021-06-22 00:00:00,2021-06-22,2912627EX.,JEC00142,LAJ00621,Evento,Puntual,5289.0
505901093801,MINERA CENTINELA,MO,797F,DESPACHO,2021-03-10,2021-09-30 00:00:00,2021-09-30,20R7015.50,RMR00199,LAJ00164,Evento,Puntual,5599.0
505901025801,INTERCAMBIO O INTERNO CRC,MA,797F,DESPACHO,2021-03-10,2021-03-22 00:00:00,2021-03-21,2922171EX.505,401614187,LAJ00610,Programado,Proceso Continuo,32208.0
505901025901,INTERCAMBIO O INTERNO CRC,MF,797B,DESPACHO,2021-03-10,2021-04-12 00:00:00,2021-04-12,0R9814.505,10175171,JSM00471,Programado,Proceso Continuo,24666.0
505901026001,INTERCAMBIO O INTERNO CRC,MO,777GQ WTR,DESPACHO,2021-03-10,2021-06-25 00:00:00,2021-06-25,3507672.5,FZS01007,T4Y00153,Programado,Overhaul,19647.0
505901041001,INTERCAMBIO O INTERNO CRC,DI,797B,DESPACHO,2021-03-11,2021-06-19 00:00:00,2021-06-17,2912627EX.,352071809,JSM00173,Evento,Puntual,3769.0
505901067201,MINERA ESCONDIDA LTDA.,MO,797B,TERMINADO,2021-05-05,2021-05-29 00:00:00,2021-05-29,10R7929.000,PENDIENTE,JSM00189,Evento,Vestir,0.0
505901067301,MINERA ESCONDIDA LTDA.,MO,797B,DESPACHO,2021-05-17,2021-05-26 00:00:00,2021-05-26,10R7929.000,XEE00208,JSM00189,Evento,Vestir,0.0
505901120401,MINERA ESCONDIDA LTDA.,MO,797B,DESPACHO,2021-06-25,2021-06-29 00:00:00,2021-06-29,10R7929.000,XEE00131,JSM00189,Evento,Vestir,0.0
505901120501,MINERA ESCONDIDA LTDA.,MO,797B,DESPACHO,2021-06-25,2021-07-05 00:00:00,2021-07-05,10R7929.000,XEE00130,JSM00189,Evento,Vestir,0.0
505901028901,CENTINELA SULFUROS,MA,793F,DESPACHO,2021-03-11,2021-07-30 00:00:00,2021-07-30,2955706,401614322,SSP00848,Evento,Overhaul,1.0
505901033401,MINERA ESCONDIDA LTDA.,TR,D11R,DESPACHO,2021-03-11,2021-05-16 00:00:00,2021-05-16,0R4057.505,1SY02215,7PZ01546,Evento,Overhaul,10000.0
505901031301,INTERCAMBIO O INTERNO CRC,MF,797B,DESPACHO,2021-03-11,2021-04-18 00:00:00,2021-04-17,0R9814.505,309516,JSM00420,Programado,Proceso Continuo,24628.0
505901031101,INTERCAMBIO O INTERNO CRC,TR,797F,DESPACHO,2021-03-11,2021-08-13 00:00:00,2021-08-13,20R8719.50,MNYR8593,LAJ00233,Evento,Overhaul,76.0
505901039501,Centro de Servicios La Negra,TR,797F,DESPACHO,2021-03-19,2021-07-10 00:00:00,2021-07-07,4469392,S/INFORMACIÓN,LAJ00149,Programado,Overhaul,35454.0
505901030301,Centro de Servicios La Negra,DI,797F,DESPACHO,2021-03-15,2021-06-25 00:00:00,2021-06-24,2912627.5,10134641,LAJ00149,Evento,Overhaul,10570.0
505901039401,Centro de Servicios La Negra,CO,797F,DESPACHO,2021-03-26,2021-06-07 00:00:00,2021-06-07,20R0132.000,S/INFORMACIÓN,LAJ00148,Programado,Overhaul,17504.0
505901040901,CIA.MINERA HUASCO (CMP),DI,793F,DESPACHO,2021-03-16,2021-05-15 00:00:00,2021-05-11,2801609,DFN00278,SSP00267,Evento,Tarifa Fija,25280.0
505901041201,CIA.MINERA HUASCO (CMP),MF,793F,DESPACHO,2021-03-16,2021-06-07 00:00:00,2021-05-31,3345492,KAK02568,SSP00936,Evento,Tarifa Fija,21146.0
505901045201,CIA.MINERA HUASCO (CMP),MF,793F,DESPACHO,2021-03-16,2021-05-13 00:00:00,2021-05-13,3345492,KAK02738,SSP00985,Evento,Tarifa Fija,20296.0
505901070101,MINERA ESCONDIDA LTDA.,MO,D11R,TERMINADO,2021-03-16,2021-05-06 00:00:00,2021-06-22,1555556,2GR07602,7PZ01591,Evento,Overhaul,13000.0
505901033601,INTERCAMBIO O INTERNO CRC,MA,793C,DESPACHO,2021-03-15,2021-04-30 00:00:00,2021-04-29,0R8793.505,CRA08410,4AR00223,Evento,Overhaul,14400.0
505901035601,INTERCAMBIO O INTERNO CRC,MF,797B,DESPACHO,2021-03-16,2021-06-16 00:00:00,2021-06-16,0R9814.505,404376,JSM00467,Programado,Overhaul,20000.0
505901033701,INTERCAMBIO O INTERNO CRC,DI,797B,DESPACHO,2021-03-15,2021-05-27 00:00:00,2021-05-27,2912627EX.505,406010909B,JSM00421,Programado,Overhaul,27365.0
505901034901,INTERCAMBIO O INTERNO CRC,MF,798AC,DESPACHO,2021-03-16,2021-06-12 00:00:00,2021-06-12,5778846.505,TJG00219,SKH00606,Evento,Overhaul,1015.0
505901035701,INTERCAMBIO O INTERNO CRC,DI,777G WTR,DESPACHO,2021-03-16,2021-05-18 00:00:00,2021-04-30,3451983.5,SIN SERIE,T4Y00195,Programado,Overhaul,15681.0
505901035801,INTERCAMBIO O INTERNO CRC,MO,D11R,DESPACHO,2021-03-16,2021-07-19 00:00:00,2021-07-27,0R9840.505,BTB00409,7PZ01695,Programado,Overhaul,10478.0
505901048501,MINERA ESCONDIDA LTDA.,MF,797B,DESPACHO,2021-03-24,2021-07-31 00:00:00,2021-07-24,0R9814.000,309509,JSM00470,Evento,Overhaul,15000.0
505901036001,INTERCAMBIO O INTERNO CRC,TR,797F,DESPACHO,2021-03-19,2021-06-30 00:00:00,2021-06-30,20R8719.505,MNY00620,LAJ00433,Programado,Overhaul,15128.0
505901036401,INTERCAMBIO O INTERNO CRC,MF,797F,DESPACHO,2021-03-17,2021-06-18 00:00:00,2021-06-18,0R9814.505,AD00167,LAJ00471,Programado,Overhaul,28111.0
505901038201,CIA.MINERA HUASCO (CMP),CO,793F,TERMINADO,2021-03-19,2021-05-24 00:00:00,2021-05-24,2792521,T6D00928,SSP00934,Evento,Tarifa Fija,14800.0
505901041301,Centro de Servicios La Negra,MF,797F,DESPACHO,2021-03-19,2021-05-31 00:00:00,2021-05-28,0R9814.000,CRA10233,LAJ00149,Evento,Overhaul,10570.0
505901041101,Centro de Servicios La Negra,MF,797F,DESPACHO,2021-03-19,2021-05-20 00:00:00,2021-05-20,0R9814.000,CO33246,LAJ00149,Evento,Overhaul,7794.0
505901040301,MINERA ANTUCOYA,TR,D10T,DESPACHO,2021-03-22,2021-06-23 00:00:00,2021-06-14,2135171,DRL03932,RJG04452,Evento,Tarifa Fija,19038.0
505901050901,CIA.MINERA HUASCO (CMP),MO,C27,DESPACHO,2021-03-22,2021-08-15 00:00:00,2021-08-19,3505502,TWM02185,S/N,,Overhaul,15000.0
505901040801,MINERA ANTUCOYA,DI,854K,TERMINADO,2021-03-22,2021-05-18 00:00:00,2021-06-04,3664571,VER PLACA,H9K00340,Evento,Tarifa Fija,17430.0
505901067501,CIA.MINERA HUASCO (CMP),MO,C15,DESPACHO,2021-03-22,2021-05-01 00:00:00,2021-09-22,2543835,JRE11450,S/N,Evento,Overhaul,15000.0
505901041401,INTERCAMBIO O INTERNO CRC,CO,797B,DESPACHO,2021-03-22,2021-05-23 00:00:00,2021-05-06,0R9812.505,T6B00276,JSM00319,Programado,Overhaul,25441.0
505901041501,INTERCAMBIO O INTERNO CRC,TR,797B,DESPACHO,2021-03-22,2021-07-30 00:00:00,2021-07-30,0R9813.505,5JY00841,JSM00319,Programado,Overhaul,14821.0
505901055401,INTERCAMBIO O INTERNO CRC,MO,797B,TERMINADO,2021-04-06,2021-06-21 00:00:00,2021-04-07,10R7929.505,NPM00482,S/N,Programado,Overhaul,15400.0
505901059401,INTERCAMBIO O INTERNO CRC,MO,797B,DESPACHO,2021-04-07,2021-09-27 00:00:00,2021-09-27,10R7929.00,3TN00820,A9999999,Programado,Overhaul,15056.0
505901043101,CONTRATO MINERA CANDELARIA,TR,988K,DESPACHO,2021-03-23,2021-08-26 00:00:00,2021-07-20,3571120,JJP00524,L4Y00204,Evento,Overhaul,0.0
505901045101,CLIENTE EL ABRA,CO,793C,TERMINADO,2021-03-23,2021-04-16 00:00:00,2021-04-16,0R4090.000,100164601B,4AR00229,Evento,Puntual,0.0
505901084501,LOS BRONCES,TR,834H,DESPACHO,2021-03-28,2021-07-15 00:00:00,2021-07-05,3470183,MAH00561,BTX01135,Evento,Overhaul,3502.0
505901043201,Centro de Servicios La Negra,MA,797F,DESPACHO,2021-03-23,2021-05-23 00:00:00,2021-05-23,2922171.505,CRA10638,LAJ00149,Evento,Overhaul,17491.0
505901044801,MINERA ESCONDIDA LTDA.,TR,D11T,DESPACHO,2021-03-23,2021-07-05 00:00:00,2021-06-30,1943805,10066815A,AMA00182,Evento,Overhaul,13000.0
508600214901,Centro de Servicios La Negra,MO,16M,DESPACHO,2021-03-23,2021-04-21 00:00:00,2021-04-18,4827524,520714253,R9H00916,Programado,Overhaul,1.0
508600215001,Centro de Servicios La Negra,MO,16M,DESPACHO,2021-03-23,2021-04-21 00:00:00,2021-04-18,2606502,506014254,R9H00916,Programado,Overhaul,1.0
505901064701,THIESS CHILE SPA,MO,793F,TERMINADO,2021-03-23,2021-08-29 00:00:00,2021-08-29,20R4666.000,B7B01945,SSP00613,Evento,Tarifa Fija,20011.0
505901045401,INTERCAMBIO O INTERNO CRC,MF,797B,TERMINADO,2021-03-23,2021-04-24 00:00:00,2021-04-24,0R9814.505,10231062,JSM00257,Programado,Proceso Continuo,15000.0
505901043401,INTERCAMBIO O INTERNO CRC,MA,797B,DESPACHO,2021-03-24,2021-03-31 00:00:00,2021-03-30,1925826EX.505,CRA08126,JSM00297,Programado,Proceso Continuo,22890.0
505901049401,LOS BRONCES,TR,854K,DESPACHO,2021-03-26,2021-06-13 00:00:00,2021-06-13,3466114,por confirmar,H9K00344,Evento,Overhaul,0.0
505901048701,INTERCAMBIO O INTERNO CRC,MF,797B,DESPACHO,2021-03-24,2021-05-25 00:00:00,2021-05-18,0R9814.505,10249197,JSM00190,Evento,Puntual,0.0
505901048401,INTERCAMBIO O INTERNO CRC,TR,797F,DESPACHO,2021-03-24,2021-08-18 00:00:00,2021-08-23,20R8719.50,MNYR0186,LAJ00261,Evento,Overhaul,3591.0
505901045001,INTERCAMBIO O INTERNO CRC,TR,16M,DESPACHO,2021-03-24,2021-05-23 00:00:00,2021-05-23,10R9504.511,DZM00368,B9H00328,Programado,Overhaul,26448.0
505901045501,INTERCAMBIO O INTERNO CRC,MF,797B,DESPACHO,2021-03-24,2021-07-31 00:00:00,2021-07-29,0R9814.505,10231062,JSM00168,Programado,Overhaul,20100.0
505901082101,CENTINELA SULFUROS,MO,D10T,DESPACHO,2021-03-24,2021-09-29 00:00:00,2021-09-29,2712219,EHX08169,RJG01299,Evento,Puntual,790.0
505901049501,CENTINELA SULFUROS,TR,797F,DESPACHO,2021-03-24,2021-07-31 00:00:00,2021-07-30,20R8719.00,MNYR1618,LAJ00160,Evento,Puntual,5584.0
505901097601,CENTINELA SULFUROS,TR,777F,DESPACHO,2021-03-24,2021-09-30 00:00:00,2021-09-30,10R8424.00,LSP02481,JRP01424,Evento,Puntual,4800.0
505901047301,INTERCAMBIO O INTERNO CRC,CO,797F,DESPACHO,2021-03-25,2021-05-27 00:00:00,2021-05-20,20R0132.50,J2C00160,LAJ00618,Evento,Overhaul,29127.0
505901047401,INTERCAMBIO O INTERNO CRC,TR,797F,DESPACHO,2021-03-26,2021-08-03 00:00:00,2021-08-03,20R8719.50,JH500650,LAJ00180,Evento,Overhaul,17964.0
505901048601,Centro de Servicios La Negra,DI,797F,TERMINADO,2021-03-29,2021-05-20 00:00:00,2021-05-20,2912627,325814298,LAJ00148,Evento,Overhaul,30014.0
505901054501,Centro de Servicios La Negra,MF,797F,DESPACHO,2021-03-30,2021-06-05 00:00:00,2021-05-31,0R9814.000,400814337,LAJ00148,Evento,Overhaul,15500.0
505901054801,CIA.MINERA HUASCO (CMP),MF,793F,DESPACHO,2021-04-05,2021-06-12 00:00:00,2021-06-12,3345492,KAK02595,SSP00946,Evento,Tarifa Fija,28825.0
505901054901,CIA.MINERA HUASCO (CMP),MF,793F,DESPACHO,2021-04-05,2021-06-18 00:00:00,2021-06-18,3345492,KAK02594,SSP00946,Evento,Tarifa Fija,28825.0
505901049101,INTERCAMBIO O INTERNO CRC,MF,797F,DESPACHO,2021-03-29,2021-04-27 00:00:00,2021-04-27,0R9814FC.5,903355,LAJ00261,Programado,Proceso Continuo,17166.0
505901049701,INTERCAMBIO O INTERNO CRC,MA,797F,DESPACHO,2021-03-31,2021-04-16 00:00:00,2021-04-16,2922171EX.505,401614217,LAJ00656,Programado,Proceso Continuo,31775.0
505901050001,INTERCAMBIO O INTERNO CRC,CO,797F,DESPACHO,2021-03-30,2021-07-23 00:00:00,2021-07-23,20R0132.50,J2C00164,LAJ00621,Programado,Overhaul,26617.0
505901050101,INTERCAMBIO O INTERNO CRC,MF,797B,DESPACHO,2021-04-19,2021-05-01 00:00:00,2021-05-06,0R9814FC.505,21259058,JSM00190,Programado,Proceso Continuo,11324.0
505901058501,CONTRATO MEL,MO,797F,DESPACHO,2021-05-19,2021-05-25 00:00:00,2021-05-24,20R7015.000,RMR00189,LAJ00259,Evento,Puntual,0.0
505901058601,CONTRATO MEL,MO,797F,DESPACHO,2021-05-13,2021-05-20 00:00:00,2021-05-19,20R7015.000,HN400187,LAJ00163,Evento,Overhaul,0.0
505901058701,CONTRATO MEL,MO,797F,DESPACHO,2021-06-09,2021-06-23 00:00:00,2021-06-22,20R7015.000,RMR00204,LAJ00166,,Puntual,0.0
505901050801,INTERCAMBIO O INTERNO CRC,MF,793F,DESPACHO,2021-03-31,2021-07-22 00:00:00,2021-07-29,20R3787.505,KAK00300,SSP000443,Evento,Overhaul,22000.0
505901050601,CIA.MINERA TECK QUEBRADA BLANCA S.A,MA,794AC,DESPACHO,2021-04-01,2021-05-16 00:00:00,2021-05-15,5844173,401613686,MT500156,Evento,Puntual,453.0
505901055801,Centro de Servicios La Negra,MF,797F,DESPACHO,2021-04-01,2021-06-11 00:00:00,2021-06-11,0R9814.000,400814365,LAJ00148,Evento,Overhaul,30014.0
505901051001,Centro de Servicios La Negra,MA,797F,DESPACHO,2021-04-01,2021-05-23 00:00:00,2021-05-23,2922171EX.505,SS,LAJ00148,Evento,Overhaul,15500.0
505901051201,Centro de Servicios La Negra,MA,797F,TERMINADO,2021-04-01,2021-05-16 00:00:00,2021-05-16,2922171.5,SS,LAJ00148,Evento,Overhaul,15791.0
505901066701,MINERA SPENCE S.A.,MF,793F,DESPACHO,2021-04-12,2021-08-31 00:00:00,2021-07-20,3345493,KAK03498,SSP00347,Evento,Overhaul,21300.0
505901053701,INTERCAMBIO O INTERNO CRC,MO,797B,DESPACHO,2021-04-08,2021-08-25 00:00:00,2021-08-25,10R7929.50,3TN00997,A9999999,Programado,Overhaul,15842.0
505901055001,CORP.NAC.DEL COB DE CHILEDIVIMINI,MO,777F,DESPACHO,2021-04-05,2021-04-20 00:00:00,2021-04-12,20R4346.000,KCL00421,H9K00350,Evento,Puntual,0.0
505901066801,CLIENTE EL ABRA,MF,793B,DESPACHO,2021-04-05,2021-07-03 00:00:00,2021-07-03,10R1822.50,CRA010721,1HL00297,Evento,Overhaul,7069.0
505901067101,CLIENTE EL ABRA,MF,793C,DESPACHO,2021-04-05,2021-08-17 00:00:00,2021-08-17,10R1822.50,CRA11238,4AR00223,Evento,Overhaul,22380.0
505901062501,CLIENTE EL ABRA,MF,793C,DESPACHO,2021-04-05,2021-07-31 00:00:00,2021-07-27,10R1822.50,AOD00123,4AR00223,Evento,Overhaul,19715.0
505901054701,INTERCAMBIO O INTERNO CRC,MA,794AC,TERMINADO,2021-04-05,2021-05-16 00:00:00,2021-05-15,5844173EX.505,401613966,MT500154,Evento,Puntual,390.0
505901066601,INTERCAMBIO O INTERNO CRC,MF,797B,DESPACHO,2021-04-05,2021-06-03 00:00:00,2021-05-05,0R9814.505,10344569,JSM,Evento,Puntual,0.0
505901055501,COMPANIA MINERA LOMAS BAYAS,CO,994F,DESPACHO,2021-04-05,2021-06-20 00:00:00,2021-06-20,1745723,CRA11726,44200283,Evento,Overhaul,8499.0
505901055701,INTERCAMBIO O INTERNO CRC,DI,797B,DESPACHO,2021-04-06,2021-06-15 00:00:00,2021-06-14,2912627EX.,JEC00112,JSM00458,Programado,Overhaul,11324.0
505901075801,CONTRATO MINISTRO HALES CAMIONES,TR,988K,DESPACHO,2021-04-20,2021-09-19 00:00:00,2021-09-20,3571119,303014579,LWX00649,Evento,Puntual,10000.0
505901058201,INTERCAMBIO O INTERNO CRC,MF,797B,DESPACHO,2021-04-07,2021-07-22 00:00:00,2021-07-20,0R9814.505,400812161,JSM00417,Programado,Overhaul,14670.0
505901057801,INTERCAMBIO O INTERNO CRC,TR,797F,DESPACHO,2021-04-06,2021-07-22 00:00:00,2021-07-22,20R8719.50,JH500734,LAJ00235,Programado,Overhaul,14517.0
505901058301,INTERCAMBIO O INTERNO CRC,MF,793F,DESPACHO,2021-04-06,2021-06-10 00:00:00,2021-05-31,20R3787.505,400814339,SSP00443,Evento,Overhaul,600.0
505901058401,MINERA ESCONDIDA LTDA.,MA,797B,DESPACHO,2021-04-06,2021-12-10 00:00:00,2021-11-25,1925826,CRA10646,JSM00168,Evento,Overhaul,13000.0
505901058801,CONTRATO MEL,MO,797F,DESPACHO,2021-05-14,2021-06-24 00:00:00,2021-06-22,20R7015.000,RMR00142,LAJ00168,Evento,Puntual,0.0
505901058901,CONTRATO MEL,MO,797F,DESPACHO,2021-06-08,2021-06-15 00:00:00,2021-06-14,20R7015.000,RMR00115,LAJ00260,Evento,Puntual,5583.0
505901060401,Thiess,TR,793F,DESPACHO,2021-04-07,2021-08-28 00:00:00,2021-08-26,20R0129.000,PJT00899,SSP00397,Evento,Overhaul,6076.0
505901060301,INTERCAMBIO O INTERNO CRC,TR,793F,DESPACHO,2021-04-07,2021-07-15 00:00:00,2021-07-09,20R5673.505,JA501148,SSP,Programado,Overhaul,2000.0
505901060001,INTERCAMBIO O INTERNO CRC,CO,797F,DESPACHO,2021-04-07,2021-04-20 00:00:00,2021-04-16,20R0132.505,T1H00029,LAJ00163,Programado,Proceso Continuo,18460.0
505901060501,INTERCAMBIO O INTERNO CRC,DI,797F,DESPACHO,2021-04-07,2021-06-09 00:00:00,2021-06-09,2912627EX.,SIN SERIE,LAJ00248,Programado,Overhaul,29126.0
505901060601,INTERCAMBIO O INTERNO CRC,MA,794AC,DESPACHO,2021-04-08,2021-04-24 00:00:00,2021-04-23,5844173,401614246,MT5,Evento,Puntual,0.0
505901062401,CORP.NAC.DEL COB DE CHILEDIVIMINI,DI,854K,DESPACHO,2021-04-09,2021-08-31 00:00:00,2021-07-29,3168323.5,H9K00350,H9K00354,Programado,Overhaul,19900.0
505901061701,INTERCAMBIO O INTERNO CRC,CO,797F,DESPACHO,2021-04-08,2021-04-22 00:00:00,2021-04-16,20R0132.50,T1H00337,LAJ00168,Programado,Proceso Continuo,17535.0
505901067801,INTERCAMBIO O INTERNO CRC,MF,797B,DESPACHO,2021-04-08,2021-07-25 00:00:00,2021-07-23,0R9814.505,AOD00184,JSM00442,Programado,Overhaul,26869.0
