Aviso,Cl.Aviso,SIMS,Centro planificación,Area Emp,Sociedad,OrdSup,OrdServ,Clase Orden,TAM,Status de sistema,Status Usu.Orden de Servicio,Apr Hs,NF,SolicParts,PrtsEntreg,BO,TTA,Norm.Liq.,Garant,N° Claim,Cliente,Vendedor,Equipo,Tipo Equipo,Fabricante,Modelo,Serie,N° Cotiz,Stat Claim,Avance %,Ord. Liqui,TotHsRe,TotHsPl,Precio Repuestos,Precio KMT,Precio Mano de Obra,Precio TTA,Precio Misc,Precio Viaje,Precio total de venta,Costo Repuestos,Costo Mano de Obra,Costo TTA,Costo Misc,Costo KMT,Costo Total OS,Fe AP OS,Días WIP,Dias Inac,Fe Cotiz,Fe Ent Co,Fe Aprob,Fe Prom Ej,Fe ConcS,Fe CieTec
300820383,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505901204500,505901204501,ZSHP - Orden servicio Taller,108 - Subcont Proc Reman solo,FMAT NOTP PREC NLIQ CTEC PERI SSAP ENMN,ZTEC,@5C@,@5C@,@0A@,@08@,@09@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10040638 - LARGE MINING TRUCKS - 797,Equipo de ETM,AA,797F,LAJ00500,60454759.0,,0,803369.0,118.5,119.7,60559.47,0,8537.26,0.0,4582.96,0,73679.69,39072.92,5181.2,0.0,2966.46,0,47220.58,2021-08-12,83,17,2021-09-08,2021-08-26,2021-08-26,,2021-11-17,2021-11-17
300888661,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505901204500,505901204502,ZSHP - Orden servicio Taller,201 - Concesiones,PREC NLIQ CTEC SSAP DMNV,ZTEC,@5C@,@5C@,@0A@,@EB@,@09@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10040638 - LARGE MINING TRUCKS - 797,Equipo de ETM,AA,797F,LAJ00500,,,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-11-12,5,5,,2021-11-12,2021-11-12,,2021-11-17,2021-11-17
300820399,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505901204600,505901204601,ZSHP - Orden servicio Taller,108 - Subcont Proc Reman solo,FMAT NOTP PREC NLIQ CTEC PERI SSAP ENMN,ZTEC,@5C@,@5C@,@0A@,@08@,@09@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10040616 - LARGE MINING TRUCKS - 797,Máquinas,AA,797F,LAJ00406,60454789.0,,0,803370.0,184.5,274.6,104161.1,0,10613.32,205.31,0.0,0,114979.73,124809.84,8028.4,165.22,0.0,0,136717.04,2021-08-12,96,25,2021-08-24,2021-08-13,2021-08-13,,2021-11-17,2021-11-17
300828456,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505901204600,505901204602,ZSHP - Orden servicio Taller,108 - Subcont Proc Reman solo,FMAT PREC NLIQ CTEC PERI SSAP ENMN MOVM,ZTEC,@5C@,@5C@,@0A@,@08@,@09@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10040616 - LARGE MINING TRUCKS - 797,Máquinas,AA,797F,LAJ00406,60454789.0,,0,803370.0,0.0,0.0,616.78,0,0.0,0.0,0.0,0,616.78,721.78,0.0,0.0,0.0,0,721.78,2021-08-23,86,25,2021-08-24,2021-08-23,2021-08-23,,2021-11-17,2021-11-17
300821127,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505901206500,505901206501,ZSHP - Orden servicio Taller,108 - Subcont Proc Reman solo,FMAT NOTP PREC NLIQ CTEC PERI SSAP ENMN,ZTEC,@5C@,@5C@,@0A@,@08@,@09@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10067338 - LARGE MINING TRUCKS - 797,Equipo de ETM,AA,797F,LAJ00656,60459661.0,,0,803407.0,173.5,244.2,140432.46,0,12674.65,254.34,0.0,0,153361.45,124635.93,7677.36,230.42,0.0,0,135407.73,2021-08-13,85,11,2021-09-20,2021-09-06,2021-09-06,,2021-11-30,2021-11-30
300822846,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505901208400,505901208401,ZSHP - Orden servicio Taller,108 - Subcont Proc Reman solo,FMAT NOTP PREC NLIQ CTEC PERI SSAP ENMN,ZTEC,@5C@,@5C@,@0A@,@08@,@09@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10056380 - LARGE MINING TRUCKS - 793,Máquinas,AA,793B,1HL00191,60455313.0,,0,803324.0,159.0,185.8,82382.07,0,7775.3,212.89,0.0,0,90370.26,89751.39,6978.34,235.44,0.0,0,98406.83,2021-08-16,94,14,2021-08-31,2021-08-16,2021-08-16,,2021-11-18,2021-11-18
300822849,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505901208500,505901208501,ZSHP - Orden servicio Taller,108 - Subcont Proc Reman solo,FMAT NOTP PREC NLIQ CTEC PERI SSAP ENMN,ZTEC,@5C@,@5C@,@0A@,@08@,@09@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10060156 - LARGE MINING TRUCKS - 793,Máquinas,AA,793C,4AR00229,60455150.0,,0,803326.0,161.5,226.4,78655.72,0,10296.62,230.47,0.0,0,89182.81,80263.09,7102.97,235.82,0.0,0,90772.04,2021-08-16,94,33,2021-09-01,2021-08-16,2021-08-16,,2021-11-18,2021-11-18
300835725,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505901208500,505901208502,ZSHP - Orden servicio Taller,108 - Subcont Proc Reman solo,PREC NLIQ CTEC PERI SSAP ENMN MOVM FCPR,ZTEC,@5C@,@5C@,@0A@,@EB@,@EB@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10060156 - LARGE MINING TRUCKS - 793,Máquinas,AA,793C,4AR00229,60455150.0,,0,803326.0,0.0,0.0,0.0,0,0.0,1187.45,0.0,0,1187.45,0.0,0.0,1141.92,0.0,0,1141.92,2021-09-01,78,78,,2021-09-01,2021-09-01,,2021-11-18,2021-11-18
300825410,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505901214100,505901214101,ZSHP - Orden servicio Taller,108 - Subcont Proc Reman solo,FMAT NOTP PREC NLIQ CTEC PERI SSAP ENMN,ZTEC,@5C@,@5C@,@0A@,@08@,@09@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10061033 - LARGE WHEEL LOADERS - 994,Máquinas,AA,994F,000000000044200153,60456882.0,,0,803411.0,143.0,180.1,46391.16,0,12494.97,0.0,0.0,0,58886.13,31009.38,6279.65,0.0,0.0,0,39213.77,2021-08-19,96,24,2021-08-30,2021-08-20,2021-08-20,,2021-11-24,2021-11-24
300833246,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505901214100,505901214102,ZSHP - Orden servicio Taller,108 - Subcont Proc Reman solo,FMAT PREC NLIQ CTEC PERI SSAP ENMN MOVM,ZTEC,@5C@,@5C@,@0A@,@08@,@09@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10061033 - LARGE WHEEL LOADERS - 994,Máquinas,AA,994F,000000000044200153,60456882.0,,0,803411.0,0.0,0.0,478.77,0,0.0,0.0,0.0,0,478.77,317.25,0.0,0.0,0.0,0,317.25,2021-08-30,86,24,2021-08-30,2021-08-30,2021-08-30,,2021-11-24,2021-11-24
300840482,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505901237900,505901237901,ZSHP - Orden servicio Taller,108 - Subcont Proc Reman solo,FMAT NOTP PREC NLIQ CTEC PERI SSAP ENMN,ZTEC,@5C@,@5C@,@0A@,@08@,@09@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10039866 - LARGE MINING TRUCKS - 797,Máquinas,AA,797B,JSM00292,60453451.0,,0,803505.0,118.5,127.7,56052.21,0,10812.02,0.0,5227.28,0,72091.51,31127.66,5218.89,0.0,2911.48,0,39644.19,2021-09-08,63,12,2021-09-21,2021-09-10,2021-09-10,,2021-11-12,2021-11-12
300851871,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505901237900,505901237902,ZSHP - Orden servicio Taller,108 - Subcont Proc Reman solo,PREC NLIQ CTEC PERI SSAP ENMN MOVM FCPR,ZTEC,,@5C@,@0A@,@EB@,@EB@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10039866 - LARGE MINING TRUCKS - 797,Máquinas,AA,797B,JSM00292,60453451.0,,0,803505.0,0.0,0.0,0.0,0,0.0,1588.18,0.0,0,1588.18,0.0,0.0,853.37,0.0,0,853.37,2021-09-24,49,49,,2021-09-24,2021-09-24,,2021-11-12,2021-11-12
300840483,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505901238000,505901238001,ZSHP - Orden servicio Taller,108 - Subcont Proc Reman solo,FMAT NOTP PREC NLIQ CTEC PERI SSAP ENMN,ZTEC,,@5C@,@0A@,@08@,@09@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10039908 - LARGE MINING TRUCKS - 797,Equipo de ETM,AA,797B,JSM00423,60458311.0,,0,803506.0,118.5,127.6,56861.55,0,11262.17,0.0,4801.52,0,72925.24,30916.92,5225.42,0.0,2584.31,0,39109.59,2021-09-08,76,10,2021-09-27,2021-09-13,2021-09-13,,2021-11-28,2021-11-28
300856916,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505901238000,505901238002,ZSHP - Orden servicio Taller,108 - Subcont Proc Reman solo,PREC NLIQ CTEC PERI SSAP ENMN MOVM FCPR,ZTEC,@5C@,@5C@,@0A@,@EB@,@EB@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10039908 - LARGE MINING TRUCKS - 797,Equipo de ETM,AA,797B,JSM00423,60458311.0,,0,803506.0,0.0,0.0,0.0,0,0.0,1597.3,0.0,0,1597.3,0.0,0.0,853.37,0.0,0,853.37,2021-10-01,58,58,,2021-10-01,2021-10-01,,2021-11-28,2021-11-28
300844407,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505901244400,505901244401,ZSHP - Orden servicio Taller,108 - Subcont Proc Reman solo,FMAT NOTP PREC NLIQ CTEC PERI SSAP ENMN,ZTEC,@5C@,@5C@,@0A@,@09@,@09@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10039934 - LARGE MINING TRUCKS - 797,Equipo de ETM,AA,797B,JSM00475,60452585.0,,0,803514.0,26.5,64.7,22117.25,0,4631.51,13732.38,18478.33,0,58959.47,14394.8,1187.91,8747.45,12061.56,0,38471.84,2021-09-14,56,28,2021-09-29,2021-09-15,2021-09-15,,2021-11-10,2021-11-10
300845767,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505901244400,505901244402,ZSHP - Orden servicio Taller,108 - Subcont Proc Reman solo,FMAT NOTP PREC NLIQ CTEC PERI SSAP ENMN,ZTEC,@5C@,@5C@,@0A@,@08@,@09@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10039934 - LARGE MINING TRUCKS - 797,Equipo de ETM,AA,797B,JSM00475,60452585.0,,0,803514.0,128.0,137.7,83263.43,0,9956.39,344.75,0.0,0,93564.57,54351.75,5734.25,0.0,0.0,0,60086.0,2021-09-15,56,17,2021-09-29,2021-09-15,2021-09-15,,2021-11-10,2021-11-10
300854863,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505901244400,505901244403,ZSHP - Orden servicio Taller,201 - Concesiones,PREC NLIQ CTEC SSAP DMNV KKMP,ZTEC,@5C@,@5C@,@0A@,@EB@,@EB@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10039934 - LARGE MINING TRUCKS - 797,Equipo de ETM,AA,797B,JSM00475,,,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-09-29,42,42,,2021-09-29,2021-09-29,,2021-11-10,2021-11-10
300868939,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505901244400,505901244404,ZSHP - Orden servicio Taller,108 - Subcont Proc Reman solo,PREC NLIQ CTEC PERI SSAP ENMN MOVM FCPR,ZTEC,@5C@,@5C@,@0A@,@EB@,@EB@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10039934 - LARGE MINING TRUCKS - 797,Equipo de ETM,AA,797B,JSM00475,60452585.0,,0,803514.0,0.0,0.0,0.0,0,0.0,1288.76,0.0,0,1288.76,0.0,0.0,852.15,0.0,0,852.15,2021-10-15,26,26,,2021-10-15,2021-10-15,,2021-11-10,2021-11-10
300845648,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505901245500,505901245501,ZSHP - Orden servicio Taller,108 - Subcont Proc Reman solo,FMAT NOTP PREC NLIQ CTEC PERI SSAP ENMN,ZTEC,@5C@,@5C@,@0A@,@08@,@09@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10039931 - LARGE MINING TRUCKS - 797,Máquinas,AA,797B,JSM00471,60458243.0,,0,803520.0,115.0,119.7,57454.92,0,11018.66,0.0,5684.01,0,74157.59,29843.94,5066.87,0.0,2920.27,0,37831.08,2021-09-15,74,11,2021-10-04,2021-09-15,2021-09-15,,2021-11-28,2021-11-28
300857992,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505901245500,505901245502,ZSHP - Orden servicio Taller,108 - Subcont Proc Reman solo,FMAT PREC NLIQ CTEC PERI SSAP ENMN MOVM,ZTEC,@5C@,@5C@,@0A@,@08@,@08@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10039931 - LARGE MINING TRUCKS - 797,Máquinas,AA,797B,JSM00471,60458243.0,,0,803520.0,0.0,0.0,364.95,0,0.0,0.0,0.0,0,364.95,190.68,0.0,0.0,0.0,0,190.68,2021-10-04,55,11,2021-10-04,2021-10-04,2021-10-04,,2021-11-28,2021-11-28
300847915,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505901246700,505901246701,ZSHP - Orden servicio Taller,108 - Subcont Proc Reman solo,FMAT NOTP PREC NLIQ CTEC PERI SSAP ENMN,ZTEC,@5C@,@5C@,@0A@,,@09@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10040580 - LARGE MINING TRUCKS - 797,Máquinas,AA,797F,LAJ00174,60460034.0,,0,803515.0,120.0,119.7,60220.68,0,11128.79,0.0,0.0,0,71349.47,33623.56,5279.61,0.0,0.0,0,38903.17,2021-09-20,71,10,2021-10-25,2021-09-20,2021-09-20,,2021-11-30,2021-11-30
300859243,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505901246700,505901246702,ZSHP - Orden servicio Taller,108 - Subcont Proc Reman solo,PREC NLIQ CTEC PERI SSAP ENMN MOVM FCPR,ZTEC,@5C@,@5C@,@0A@,@EB@,@EB@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10040580 - LARGE MINING TRUCKS - 797,Máquinas,AA,797F,LAJ00174,60460034.0,,0,803515.0,0.0,0.0,0.0,0,0.0,1701.71,0.0,0,1701.71,0.0,0.0,853.37,0.0,0,853.37,2021-10-05,56,56,,2021-10-05,2021-10-05,,2021-11-30,2021-11-30
300897463,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505901246700,505901246703,ZSHP - Orden servicio Taller,108 - Subcont Proc Reman solo,PREC NLIQ CTEC PERI SSAP ENMN MOVM FCPR,ZTEC,@5C@,@5C@,@0A@,@08@,@09@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10040580 - LARGE MINING TRUCKS - 797,Máquinas,AA,797F,LAJ00174,60460034.0,,0,803515.0,0.0,0.0,1471.36,0,0.0,0.0,0.0,0,1471.36,745.66,0.0,0.0,0.0,0,745.66,2021-11-25,5,3,,2021-11-25,2021-11-25,,2021-11-30,2021-11-30
300848176,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505901247300,505901247301,ZSHP - Orden servicio Taller,108 - Subcont Proc Reman solo,FMAT NOTP PREC NLIQ CTEC PERI SSAP ENMN,ZTEC,@5C@,@5C@,@0A@,@09@,@09@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10039838 - LARGE MINING TRUCKS - 797,Máquinas,AA,797B,JSM00171,60453171.0,,0,803468.0,28.0,87.3,77041.98,0,4613.96,0.0,0.0,0,81655.94,67059.12,1234.03,225.03,0.0,0,71776.46,2021-09-20,52,15,2021-10-01,2021-09-20,2021-09-20,,2021-11-11,2021-11-11
300848381,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505901247300,505901247302,ZSHP - Orden servicio Taller,108 - Subcont Proc Reman solo,FMAT NOTP PREC NLIQ CTEC PERI SSAP ENMN,ZTEC,@5C@,@5C@,@0A@,@08@,@09@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10039838 - LARGE MINING TRUCKS - 797,Máquinas,AA,797B,JSM00171,60453171.0,,0,803468.0,128.0,134.7,63365.94,0,7233.56,255.55,0.0,0,70855.05,55783.71,5683.43,0.0,0.0,0,61467.14,2021-09-20,52,15,2021-10-01,2021-09-20,2021-09-20,,2021-11-11,2021-11-11
300853290,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505901247300,505901247303,ZSHP - Orden servicio Taller,201 - Concesiones,PREC NLIQ CTEC SSAP DMNV,QACC,@5C@,@5C@,@0A@,@EB@,@09@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10039838 - LARGE MINING TRUCKS - 797,Máquinas,AA,797B,JSM00171,,,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-09-27,71,71,,2021-09-27,2021-09-27,,,
300856918,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505901247300,505901247304,ZSHP - Orden servicio Taller,108 - Subcont Proc Reman solo,PREC NLIQ CTEC PERI SSAP ENMN MOVM FCPR,ZTEC,@5C@,@5C@,@0A@,@EB@,@EB@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10039838 - LARGE MINING TRUCKS - 797,Máquinas,AA,797B,JSM00171,60453171.0,,0,803468.0,0.0,0.0,0.0,0,0.0,1300.81,0.0,0,1300.81,0.0,0.0,1141.92,0.0,0,1141.92,2021-10-01,41,41,,2021-10-01,2021-10-01,,2021-11-11,2021-11-11
300853206,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505901255700,505901255701,ZSHP - Orden servicio Taller,108 - Subcont Proc Reman solo,FMAT NOTP PREC NLIQ CTEC PERI SSAP ENMN,ZTEC,@5C@,@5C@,@0A@,@08@,@09@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10039843 - LARGE MINING TRUCKS - 797,Máquinas,AA,797B,JSM00177,60457100.0,,0,803563.0,112.0,120.0,53332.51,0,13169.26,0.0,7177.92,0,73679.69,22909.74,4789.71,0.0,3086.43,0,30785.88,2021-09-27,57,20,2021-10-05,2021-09-28,2021-09-28,,2021-11-24,2021-11-24
300855072,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505901259500,505901259501,ZSHP - Orden servicio Taller,108 - Subcont Proc Reman solo,FMAT NOTP PREC NLIQ CTEC PERI SSAP ENMN,ZTEC,@5C@,@5C@,@0A@,@08@,@09@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10051935 - LARGE MINING TRUCKS - 793,Máquinas,AA,793F,SSP00561,60458976.0,,0,803543.0,60.5,66.3,30415.06,0,4718.08,0.0,0.0,0,35133.14,19656.74,2586.42,0.0,0.0,0,22348.04,2021-09-29,60,7,2021-10-08,2021-09-30,2021-09-30,,2021-11-29,2021-11-29
300856758,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505901261100,505901261101,ZSHP - Orden servicio Taller,108 - Subcont Proc Reman solo,NOTP PREC NLIQ CTEC PERI SSAP ENMN MOVM,ZTEC,@5C@,@5C@,@0A@,@08@,@09@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10039921 - LARGE MINING TRUCKS - 797,Máquinas,AA,797B,JSM00459,60456913.0,,0,803472.0,144.0,199.8,51620.69,0,12654.67,0.0,0.0,0,64275.36,37902.76,6115.72,0.0,0.0,0,46234.94,2021-10-01,54,16,2021-10-12,2021-10-01,2021-10-01,,2021-11-24,2021-11-24
300865930,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505901261100,505901261102,ZSHP - Orden servicio Taller,108 - Subcont Proc Reman solo,FMAT PREC NLIQ CTEC PERI SSAP ENMN MOVM,ZTEC,@5C@,@5C@,@0A@,@08@,@08@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10039921 - LARGE MINING TRUCKS - 797,Máquinas,AA,797B,JSM00459,60456913.0,,0,803472.0,0.0,0.0,138.38,0,0.0,0.0,0.0,0,138.38,101.2,0.0,0.0,0.0,0,101.2,2021-10-12,43,16,2021-10-12,2021-10-12,2021-10-12,,2021-11-24,2021-11-24
300857912,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505901262600,505901262601,ZSHP - Orden servicio Taller,108 - Subcont Proc Reman solo,FMAT NOTP PREC NLIQ CTEC PERI SSAP ENMN,ZTEC,@5C@,@5C@,@0A@,@08@,@09@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10038212 - LARGE TRACK TYPE (D9-D11) - D,Equipo de ETM,AA,D11T,GEB00684,60459873.0,,0,803570.0,69.5,69.1,18733.65,0,9462.53,0.0,0.0,0,28196.18,6250.86,2979.21,0.0,0.0,0,9230.07,2021-10-04,57,4,2021-10-12,2021-10-04,2021-10-04,,2021-11-30,2021-11-30
300864202,RO,@7C@,5059 - Centro Reparación Antof,SHP,5010,505901272200,505901272201,ZSHP - Orden servicio Taller,108 - Subcont Proc Reman solo,NOTP PREC NLIQ CTEC PERI SSAP ENMN MOVM,ZTEC,@5C@,@5C@,@0A@,@08@,@09@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,99999999 - Equipo Genérico Minería,Máquinas,GEN,9999,A9999999,60453961.0,,0,803628.0,60.5,64.0,25827.55,0,9457.49,0.0,0.0,0,35285.04,8145.86,2589.84,0.0,0.0,0,10735.7,2021-10-08,38,21,2021-10-09,2021-10-08,2021-10-08,,2021-11-15,2021-11-15
300886003,RO,@7C@,5059 - Centro Reparación Antof,SHP,5010,505901272200,505901272202,ZSHP - Orden servicio Taller,108 - Subcont Proc Reman solo,PREC NLIQ CTEC PERI SSAP ENMN MOVM FCPR,ZTEC,@5C@,@5C@,@0A@,@08@,@08@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,99999999 - Equipo Genérico Minería,Máquinas,GEN,9999,A9999999,60453961.0,,0,803628.0,0.0,0.0,429.63,0,0.0,0.0,0.0,0,429.63,133.98,0.0,0.0,0.0,0,133.98,2021-11-09,6,5,,2021-11-09,2021-11-09,,2021-11-15,2021-11-15
300867948,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505901277400,505901277401,ZSHP - Orden servicio Taller,108 - Subcont Proc Reman solo,FMAT NOTP PREC NLIQ CTEC PERI SSAP ENMN,ZTEC,@5C@,@5C@,@0A@,@08@,@09@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10049420 - MOTORGRADERS - 16,Máquinas,AA,16M,R9H00801,60458905.0,,0,803599.0,108.5,110.2,25298.89,0,5194.75,0.0,0.0,0,30493.64,25091.98,4643.59,0.0,0.0,0,29735.57,2021-10-14,45,6,2021-10-21,2021-10-15,2021-10-15,,2021-11-29,2021-11-29
300872867,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505901277400,505901277402,ZSHP - Orden servicio Taller,107 - Subcontrato orden a orde,PREC NLIQ CTEC PERI SSAP ENMN MOVM MACO,ZTEC,@5C@,@5C@,@0A@,@08@,@09@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10049420 - MOTORGRADERS - 16,Máquinas,AA,16M,R9H00801,60458923.0,,0,803599.0,0.0,0.0,7328.95,0,0.0,0.0,0.0,0,7328.95,7660.37,0.0,0.0,0.0,0,7660.37,2021-10-21,39,6,2021-10-21,2021-10-21,2021-10-21,,2021-11-29,2021-11-29
300868625,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505901278400,505901278401,ZSHP - Orden servicio Taller,108 - Subcont Proc Reman solo,FMAT NOTP PREC NLIQ CTEC PERI SSAP ENMN,ZTEC,@5C@,@5C@,@0A@,@08@,@09@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10039858 - LARGE MINING TRUCKS - 797,Máquinas,AA,797B,JSM00234,60460054.0,,0,803700.0,122.5,119.7,62766.0,0,11756.54,0.0,0.0,0,74522.54,29883.41,5239.16,0.0,0.0,0,35122.57,2021-10-15,43,10,2021-10-25,2021-10-18,2021-10-18,,2021-11-30,2021-11-30
300872137,RO,@7C@,5059 - Centro Reparación Antof,SHP,5010,505901286300,505901286301,ZSHP - Orden servicio Taller,108 - Subcont Proc Reman solo,NOTP PREC NLIQ CTEC PERI SSAP ENMN MOVM,ZTEC,@5C@,@5C@,@09@,@08@,@09@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10039932 - LARGE MINING TRUCKS - 797,Máquinas,AA,797B,JSM00473,60452648.0,,0,803703.0,25.0,25.0,31592.73,0,2054.16,0.0,0.0,0,33646.89,18210.49,1068.79,0.0,0.0,0,19279.28,2021-10-20,15,9,2021-10-28,2021-10-26,2021-10-26,,2021-11-10,2021-11-10
300877792,RO,@7C@,5059 - Centro Reparación Antof,SHP,5010,505901286300,505901286302,ZSHP - Orden servicio Taller,108 - Subcont Proc Reman solo,NOTP PREC NLIQ CTEC PERI SSAP ENMN MOVM,ZTEC,@5C@,@5C@,@09@,@08@,@09@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10039932 - LARGE MINING TRUCKS - 797,Máquinas,AA,797B,JSM00473,60452648.0,,0,803703.0,124.5,134.7,107175.05,0,10978.86,0.0,0.0,0,118153.91,60969.85,5369.36,0.0,0.0,0,66339.21,2021-10-28,13,11,2021-10-28,2021-10-28,2021-10-28,,2021-11-10,2021-11-10
300884980,RO,@7C@,5059 - Centro Reparación Antof,SHP,5010,505901286300,505901286303,ZSHP - Orden servicio Taller,108 - Subcont Proc Reman solo,PREC NLIQ CTEC PERI SSAP ENMN MOVM FCPR,ZTEC,,@5C@,@0A@,@EB@,@EB@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10039932 - LARGE MINING TRUCKS - 797,Máquinas,AA,797B,JSM00473,60452648.0,,0,803703.0,0.0,0.0,0.0,0,0.0,2012.0,0.0,0,2012.0,0.0,0.0,1165.73,0.0,0,1165.73,2021-11-08,2,2,,2021-11-08,2021-11-08,,2021-11-10,2021-11-10
300872923,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505901288600,505901288601,ZSHP - Orden servicio Taller,108 - Subcont Proc Reman solo,FMAT NOTP PREC NLIQ CTEC PERI SSAP ENMN,ZTEC,@5C@,@5C@,@0A@,@08@,@09@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10058537 - LARGE WHEEL LOADERS - 854,Equipo de ETM,AA,854K,000000000022100315,60457900.0,,0,803706.0,72.5,106.4,20871.86,0,9690.24,437.32,0.0,0,30999.42,10650.53,3091.27,223.08,0.0,0,15607.34,2021-10-21,29,11,2021-11-03,2021-10-28,2021-10-28,,2021-11-26,2021-11-26
300890461,RO,@5B@,5059 - Centro Reparación Antof,SHP,5010,505901288600,505901288602,ZSHP - Orden servicio Taller,112 - Repar Mant Equip y Htas,PREC NLIQ CTEC PERI SSAP ENMN MOVM FCPR,ZTEC,,@5C@,@0A@,@EB@,@EB@,@EB@,NL,,,Z5059 - Centro Reparación Anto,,10058537 - LARGE WHEEL LOADERS - 854,Equipo de ETM,AA,854K,000000000022100315,60457989.0,,0,,0.0,0.0,0.0,0,0.0,2270.69,0.0,0,2270.69,0.0,0.0,2243.95,0.0,0,2243.95,2021-11-15,11,11,,2021-11-15,2021-11-15,,2021-11-26,2021-11-26
