OrdenPrinc,Orden,Cl.,Cl.actv.PM,StatUsu,Texto breve,CeCo resp.,Ce.coste,Pto.tbjo.responsable,CrC,Material,Status del sistema,Inic.real,Fin real,Tota general (plan),Total general (real),Fecha ref.,Fe.modif.,Fe.entrada
505900511400,505900511407,ZSHP,101,WOOP,300386461 DI 793,5059RCHOP,5059RCHOP,5059RCET,3.0,793F_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-15,2021-02-02,2019-12-12
505900511400,505900511408,ZSHP,101,WOOP,300386461 DI 793,5059RCHOP,5059RCHOP,5059RCET,3.0,793F_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-15,2021-02-02,2019-12-12
505900511400,505900511409,ZSHP,101,WOOP,300386461 DI 793,5059RCHOP,5059RCHOP,5059RCET,2.0,793F_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-03-19,2020-11-03,2019-12-12
505900512000,505900512001,ZSHP,108,ZTEC,801401.CI.SU.OH,5059RCHOP,5059RCHOP,5059RCPT,2.0,797B_V000.AA,CERR NOTI FCPR DMNV FMAT MOVM NLIQ PERI*,2019-12-20,2020-02-17,17463.73,14957.62,2020-02-18,2020-11-03,2019-12-11
505900512000,505900512002,ZSHP,108,ZTEC,801401.CI.MA.OH,5059RCHOP,5059RCHOP,5059RCPT,2.0,797B_V000.AA,CERR NOTI FCPR DMNV FMAT MOVM NLIQ PERI*,2019-12-20,2020-02-17,64690.45,57630.05,2020-02-18,2020-11-03,2019-12-11
505900512000,505900512003,ZSHP,101,WOOP,FALTANTES,5059RCHOP,5059RCHOP,5059RCPT,3.0,797B_V000.AA,CERR DMNV KKMP NLIQ PREC,,,0.0,0.0,2020-10-15,2021-02-02,2019-12-11
505900512000,505900512004,ZSHP,101,WOOP,300387119 SM 797B,5059RCHOP,5059RCHOP,5059RCET,3.0,797B_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-15,2021-02-02,2019-12-11
505900512000,505900512005,ZSHP,101,WOOP,ADICIONALES,5059RCHOP,5059RCHOP,5059RCPT,3.0,797B_V000.AA,CERR DMNV KKMP NLIQ PREC,,,0.0,0.0,2020-10-15,2021-02-02,2019-12-11
505900512000,505900512006,ZSHP,101,WOOP,300387119 SM 797B,5059RCHOP,5059RCHOP,5059RCET,3.0,797B_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-15,2021-02-02,2019-12-11
505900512000,505900512007,ZSHP,101,WOOP,300387119 SM 797B,5059RCHOP,5059RCHOP,5059RCET,3.0,797B_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-15,2021-02-02,2019-12-11
505900512000,505900512008,ZSHP,101,WOOP,300387119 SM 797B,5059RCHOP,5059RCHOP,5059RCET,3.0,797B_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-15,2021-02-02,2019-12-11
505900512000,505900512009,ZSHP,101,WOOP,300387119 SM 797B,5059RCHOP,5059RCHOP,5059RCET,2.0,797B_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-03-19,2020-11-03,2019-12-11
505900512100,505900512101,ZSHP,108,ZTEC QCON,801351.CI.CO.OH,5059RCHOP,5059RCHOP,5059RCPT,2.0,994H_V000.AA,CERR NOTI FCPR DMNV FMAT MOVM NLIQ PERI*,2019-12-11,2020-02-19,13278.95,13771.05,2020-02-21,2020-11-03,2019-12-11
505900512100,505900512102,ZSHP,101,WOOP,300386412 CO 994F,5059RCHOP,5059RCHOP,5059RCET,3.0,994H_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-03-19,2020-11-03,2019-12-11
505900512100,505900512103,ZSHP,104,ZTEC,FALTANTES,5090DCHEP,5090DCHEP,5059RCPT,2.0,994H_V000.AA,CERR DMNV FMAT MOVM NLIQ PERI PREC,,,3466.89,3464.95,2020-02-28,2020-11-03,2019-12-11
505900512100,505900512104,ZSHP,101,WOOP,300386412 CO 994F,5059RCHOP,5059RCHOP,5059RCET,3.0,994H_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-03-19,2020-11-03,2019-12-11
505900512100,505900512105,ZSHP,104,WOOP,ADICIONALES,5059RCHOP,5059RCHOP,5059RCPT,2.0,994H_V000.AA,CERR DMNV KKMP NLIQ PREC,,,0.0,0.0,2020-03-11,2020-11-03,2019-12-11
505900512100,505900512106,ZSHP,101,WOOP,300386412 CO 994F,5059RCHOP,5059RCHOP,5059RCET,3.0,994H_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-03-19,2020-11-03,2019-12-11
505900512100,505900512107,ZSHP,101,WOOP,300386412 CO 994F,5059RCHOP,5059RCHOP,5059RCET,3.0,994H_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-15,2021-02-02,2019-12-11
505900512100,505900512108,ZSHP,101,WOOP,300386412 CO 994F,5059RCHOP,5059RCHOP,5059RCET,3.0,994H_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-15,2021-02-02,2019-12-11
505900512100,505900512109,ZSHP,101,WOOP,300386412 CO 994F,5059RCHOP,5059RCHOP,5059RCET,3.0,994H_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-03-19,2020-11-03,2019-12-11
505900512400,505900512401,ZSHP,108,ZTEC,CI.SU.OH,5059RCHOP,5059RCHOP,5059RCPT,2.0,797B_V000.AA,CTEC NOTI FCPR DMNV FMAT MOVM NLIQ PERI*,2020-01-22,2020-01-29,52364.16,56277.94,2020-01-30,2020-01-30,2019-12-11
505900512400,505900512402,ZSHP,108,ZTEC,CI.MA.OH,5059RCHOP,5059RCHOP,5059RCPT,2.0,797B_V000.AA,CERR NOTI FCPR DMNV FMAT MOVM NLIQ PERI*,2019-12-13,2020-01-29,38437.57,33663.23,2020-01-30,2020-11-03,2019-12-11
505900512400,505900512403,ZSHP,101,WOOP,300387180 SM 797B,5059RCHOP,5059RCHOP,5059RCET,3.0,797B_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-15,2021-02-02,2019-12-11
505900512400,505900512404,ZSHP,101,WOOP,300387180 SM 797B,5059RCHOP,5059RCHOP,5059RCET,3.0,797B_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-15,2021-02-02,2019-12-11
505900512400,505900512405,ZSHP,101,WOOP,ADICIONALES,5059RCHOP,5059RCHOP,5059RCPT,3.0,797B_V000.AA,CERR DMNV KKMP NLIQ PREC,,,0.0,0.0,2020-10-15,2021-02-02,2019-12-11
505900512400,505900512406,ZSHP,101,WOOP,300387180 SM 797B,5059RCHOP,5059RCHOP,5059RCET,3.0,797B_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-15,2021-02-02,2019-12-11
505900512400,505900512407,ZSHP,101,WOOP,300387180 SM 797B,5059RCHOP,5059RCHOP,5059RCET,3.0,797B_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-15,2021-02-02,2019-12-11
505900512400,505900512408,ZSHP,101,WOOP,300387180 SM 797B,5059RCHOP,5059RCHOP,5059RCET,3.0,797B_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-15,2021-02-02,2019-12-11
505900512400,505900512409,ZSHP,101,WOOP,300387180 SM 797B,5059RCHOP,5059RCHOP,5059RCET,2.0,797B_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-03-19,2020-11-03,2019-12-11
505900512900,505900512901,ZSHP,108,ZTEC QCON,801350.CI.TR.OH,5059RCHOP,5059RCHOP,5059RCPT,2.0,797B_V000.AA,CERR NOTI FCPR DMNV FMAT MOVM NLIQ PERI*,2019-12-12,2020-02-20,63380.32,90175.53,2020-02-21,2020-11-03,2019-12-11
505900512900,505900512902,ZSHP,101,WOOP,300387527TR 797B,5059RCHOP,5059RCHOP,5059RCET,3.0,797B_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-15,2021-02-02,2019-12-11
505900512900,505900512903,ZSHP,104,ZTEC QCON,FALTANTES,5059RCHOP,5090DCHEP,5059RCPT,2.0,797B_V000.AA,CERR NOTI FMAT MOVM NLIQ PERI PREC,2020-02-20,2020-02-20,7218.62,7244.47,2020-02-21,2020-11-03,2019-12-11
505900512900,505900512904,ZSHP,101,WOOP,300387527TR 797B,5059RCHOP,5059RCHOP,5059RCET,3.0,797B_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-15,2021-02-02,2019-12-11
505900512900,505900512905,ZSHP,101,WOOP,ADICIONALES,5059RCHOP,5059RCHOP,5059RCPT,3.0,797B_V000.AA,CERR DMNV KKMP NLIQ PREC,,,0.0,0.0,2020-10-15,2021-02-02,2019-12-11
505900512900,505900512906,ZSHP,101,WOOP,300387527TR 797B,5059RCHOP,5059RCHOP,5059RCET,3.0,797B_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-15,2021-02-02,2019-12-11
505900512900,505900512907,ZSHP,101,WOOP,300387527TR 797B,5059RCHOP,5059RCHOP,5059RCET,3.0,797B_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-15,2021-02-02,2019-12-11
505900512900,505900512908,ZSHP,101,WOOP,300387527TR 797B,5059RCHOP,5059RCHOP,5059RCET,3.0,797B_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-15,2021-02-02,2019-12-11
505900512900,505900512909,ZSHP,101,WOOP,300387527TR 797B,5059RCHOP,5059RCHOP,5059RCET,2.0,797B_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-03-19,2020-11-03,2019-12-11
505900513000,505900513001,ZSHP,108,ZTEC,801492.CI.SU.OH,5059RCHOP,5059RCHOP,5059RCPT,2.0,797B_V000.AA,CERR NOTI FCPR DMNV FMAT MOVM NLIQ PERI*,2020-01-08,2020-03-10,36420.34,36303.03,2020-03-11,2020-11-03,2019-12-11
505900513000,505900513002,ZSHP,108,ZTEC QCON,801492.CI.MA.OH,5059RCHOP,5059RCHOP,5059RCPT,2.0,797B_V000.AA,CERR NOTI FCPR DMNV FMAT MOVM NLIQ PERI*,2020-01-09,2020-03-10,38698.08,38754.42,2020-03-11,2020-11-03,2019-12-11
505900513000,505900513003,ZSHP,101,WOOP,FALTANTES,5059RCHOP,5059RCHOP,5059RCPT,3.0,797B_V000.AA,CERR DMNV KKMP NLIQ PREC,,,0.0,0.0,2020-10-15,2021-02-02,2019-12-12
505900513000,505900513004,ZSHP,101,WOOP,CARGO ADICIONAL,5059RCHOP,5059RCHOP,5059RCPT,3.0,797B_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-15,2021-02-02,2019-12-12
505900513000,505900513005,ZSHP,101,WOOP,ADICIONALES,5059RCHOP,5059RCHOP,5059RCPT,3.0,797B_V000.AA,CERR DMNV KKMP NLIQ PREC,,,0.0,0.0,2020-10-15,2021-02-02,2019-12-12
505900513000,505900513006,ZSHP,104,ZTEC,GARANTIA REDO,5059RCHOP,5059RCHOP,5059RCPT,2.0,797B_V000.AA,CERR NOTI DMNV FMAT MOVM NLIQ PERI PREC,2020-03-10,2020-03-10,0.0,539.16,2020-03-30,2020-11-03,2019-12-12
505900513000,505900513007,ZSHP,101,WOOP,T1 CAT-CLA,5059RCHOP,5055DCHRL,5059RCPT,3.0,797B_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-15,2021-02-02,2019-12-12
505900513000,505900513008,ZSHP,104,ZTEC,BASE DE METAL O CAJON DE MADERA,5059RCHOP,5090DCHEP,5059RCPT,2.0,797B_V000.AA,CERR DMNV KKMP NLIQ PERI PREC,,,953.01,953.01,2020-03-30,2020-11-03,2019-12-12
505900513000,505900513009,ZSHP,101,WOOP,GARANTIA DE FABRICA,5059RCHOP,5059RCHOP,5059RCPT,3.0,797B_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-15,2021-02-02,2019-12-12
505900513200,505900513201,ZSHP,108,ZTEC QCON,801353.CI.MO.OH,5059RCHOP,5059RCHOP,5059RCET,2.0,797F_V000.AA,CERR NOTP FCPR MACO MOVM NLIQ PERI PREC,2019-12-20,,404271.94,365949.73,2020-08-31,2021-01-04,2019-12-11
505900513200,505900513202,ZSHP,101,WOOP,300387113 mo 797f,5059RCHOP,5059RCHOP,5059RCET,3.0,797F_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-15,2021-02-02,2019-12-12
505900513200,505900513203,ZSHP,108,ZTEC QCON,801353.FALTANTES,5059RCHOP,5059RCHOP,5059RCET,2.0,797F_V000.AA,CERR NOTI FCPR DMNV FMAT MOVM NLIQ PERI*,2020-08-28,2020-08-28,2923.34,2993.63,2020-08-31,2021-01-04,2019-12-12
505900513200,505900513204,ZSHP,101,WOOP,300387113 mo 797f,5059RCHOP,5059RCHOP,5059RCET,3.0,797F_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-15,2021-02-02,2019-12-12
505900513200,505900513205,ZSHP,101,WOOP,ADICIONALES,5059RCHOP,5059RCHOP,5059RCET,3.0,797F_V000.AA,CERR DMNV KKMP NLIQ PREC,,,0.0,0.0,2020-10-15,2021-02-02,2019-12-12
505900513200,505900513206,ZSHP,101,WOOP,300387113 mo 797f,5059RCHOP,5059RCHOP,5059RCET,3.0,797F_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-15,2021-02-02,2019-12-12
505900513200,505900513207,ZSHP,101,WOOP,300387113 mo 797f,5059RCHOP,5059RCHOP,5059RCET,3.0,797F_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-15,2021-02-02,2019-12-12
505900513200,505900513208,ZSHP,101,WOOP,300387113 mo 797f,5059RCHOP,5059RCHOP,5059RCET,3.0,797F_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-15,2021-02-02,2019-12-12
505900513200,505900513209,ZSHP,101,WOOP,300387113 mo 797f,5059RCHOP,5059RCHOP,5059RCET,3.0,797F_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-15,2021-02-02,2019-12-12
505900513200,505900513210,ZSHP,101,ZTEC,PS46171 SE DEBE TRANSFERIR A OS 01,5059RCHOP,5059RCHOP,5059RCET,2.0,797F_V000.AA,CERR NOTI FMAT MOVM NLIQ PERI PREC,2020-08-28,2020-08-28,0.0,4.79,2020-08-31,2021-01-04,2019-12-12
505900513300,505900513301,ZSHP,108,ZTEC,CI.DI.OH,5059RCHOP,5059RCHOP,5059RCPT,2.0,797B_V000.AA,CERR NOTI FCPR DMNV FMAT MOVM NLIQ PERI*,2019-12-26,2020-02-09,26400.36,26829.58,2020-02-06,2020-11-03,2019-12-11
505900513300,505900513302,ZSHP,101,WOOP,300387261 DI 797B,5059RCHOP,5059RCHOP,5059RCET,3.0,797B_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-15,2021-02-02,2019-12-27
505900513300,505900513303,ZSHP,101,WOOP,FALTANTES,5059RCHOP,5059RCHOP,5059RCPT,3.0,797B_V000.AA,CERR DMNV KKMP NLIQ PREC,,,0.0,0.0,2020-10-15,2021-02-02,2019-12-27
505900513300,505900513304,ZSHP,101,WOOP,300387261 DI 797B,5059RCHOP,5059RCHOP,5059RCET,3.0,797B_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-15,2021-02-02,2019-12-27
505900513300,505900513305,ZSHP,101,WOOP,ADICIONALES,5059RCHOP,5059RCHOP,5059RCPT,3.0,797B_V000.AA,CERR DMNV KKMP NLIQ PREC,,,0.0,0.0,2020-10-15,2021-02-02,2019-12-27
505900513300,505900513306,ZSHP,101,WOOP,300387261 DI 797B,5059RCHOP,5059RCHOP,5059RCET,3.0,797B_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-15,2021-02-02,2019-12-27
505900513300,505900513307,ZSHP,101,WOOP,300387261 DI 797B,5059RCHOP,5059RCHOP,5059RCET,3.0,797B_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-15,2021-02-02,2019-12-27
505900513300,505900513308,ZSHP,101,WOOP,300387261 DI 797B,5059RCHOP,5059RCHOP,5059RCET,3.0,797B_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-15,2021-02-02,2019-12-27
505900513300,505900513309,ZSHP,101,WOOP,300387261 DI 797B,5059RCHOP,5059RCHOP,5059RCET,2.0,797B_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-03-19,2020-11-03,2019-12-27
505900513400,505900513401,ZSHP,108,ZTEC QCON,801355.CI.MO.OH,5059RCHOP,5059RCHOP,5059RCET,2.0,793F_V000.AA,CERR NOTP FCPR MACO MOVM NLIQ PERI PREC,2019-12-21,,216854.9,234740.66,2020-06-12,2021-01-04,2019-12-11
505900513400,505900513402,ZSHP,101,WOOP,300387116 MO 793F,5059RCHOP,5059RCHOP,5059RCET,3.0,793F_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-15,2021-02-02,2019-12-12
505900513400,505900513403,ZSHP,201,ZTEC,AJUSTE EXCHANGE P4,5059RCHOP,5059RCHOP,5059RCET,2.0,793F_V000.AA,CERR DMNV FMAT MOVM NLIQ PERI PREC,,,0.0,7321.81,2020-09-30,2021-02-02,2019-12-12
505900513400,505900513404,ZSHP,108,ZTEC QCON,801355.CARGO ADICIONAL,5059RCHOP,5059RCHOP,5059RCET,2.0,793F_V000.AA,CERR NOTI FCPR MACO MOVM NLIQ PERI PREC,2020-06-11,2020-06-11,51020.83,53704.39,2020-06-12,2021-01-04,2019-12-12
505900513400,505900513405,ZSHP,108,ZTEC,801355.ADICIONALES,5059RCHOP,5059RCHOP,5059RCPT,2.0,793F_V000.AA,CERR NOTI FCPR DMNV MOVM NLIQ PERI PREC,2020-06-11,2020-06-11,232.96,232.93,2020-06-12,2021-01-04,2019-12-12
505900513400,505900513406,ZSHP,101,WOOP,300387116 MO 793F,5059RCHOP,5059RCHOP,5059RCET,3.0,793F_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-15,2021-02-02,2019-12-12
505900513400,505900513407,ZSHP,101,WOOP,300387116 MO 793F,5059RCHOP,5059RCHOP,5059RCET,3.0,793F_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-17,2021-02-02,2019-12-12
505900513400,505900513408,ZSHP,101,WOOP,300387116 MO 793F,5059RCHOP,5059RCHOP,5059RCET,3.0,793F_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-17,2021-02-02,2019-12-12
505900513400,505900513409,ZSHP,101,WOOP,300387116 MO 793F,5059RCHOP,5059RCHOP,5059RCET,3.0,793F_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-17,2021-02-02,2019-12-12
505900513400,505900513410,ZSHP,302,ZTEC ZCLM,GW PS54075 100% FABRICA - CLAIM 1009950,5059RCHOP,5059RCHOP,5059RCET,2.0,793F_V000.AA,CERR NOTI FCPR DMNV MOVM NLIQ PERI PREC,2020-09-09,2020-09-09,6855.4,7660.41,2020-09-10,2021-02-02,2019-12-12
505900514300,505900514301,ZSHP,108,ZTEC QCON,801420.CI.TR.OH,5059RCHOP,5059RCHOP,5059RCPT,2.0,793F_V000.AA,CERR NOTI FCPR DMNV FMAT MOVM NLIQ PERI*,2019-12-13,2020-02-20,25595.83,24801.46,2020-02-21,2020-11-03,2019-12-12
505900514300,505900514302,ZSHP,101,WOOP,300388054 tr 793,5059RCHOP,5059RCHOP,5059RCET,3.0,793F_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-17,2021-02-02,2019-12-12
505900514300,505900514303,ZSHP,104,ZTEC,FALTANTES,5059RCHOP,5090DCHEP,5059RCPT,2.0,793F_V000.AA,CERR NOTI FMAT MOVM NLIQ PERI PREC,2020-02-20,2020-02-20,13.8,13.91,2020-02-21,2020-11-03,2019-12-12
505900514300,505900514304,ZSHP,101,WOOP,300388054 tr 793,5059RCHOP,5059RCHOP,5059RCET,3.0,793F_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-17,2021-02-02,2019-12-12
505900514300,505900514305,ZSHP,101,WOOP,ADICIONALES,5059RCHOP,5059RCHOP,5059RCPT,3.0,793F_V000.AA,CERR DMNV KKMP NLIQ PREC,,,0.0,0.0,2020-10-17,2021-02-02,2019-12-12
505900514300,505900514306,ZSHP,101,WOOP,300388054 tr 793,5059RCHOP,5059RCHOP,5059RCET,2.0,793F_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-04-03,2020-11-03,2019-12-12
505900514300,505900514307,ZSHP,101,WOOP,300388054 tr 793,5059RCHOP,5059RCHOP,5059RCET,3.0,793F_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-17,2021-02-02,2019-12-12
505900514300,505900514308,ZSHP,101,WOOP,300388054 tr 793,5059RCHOP,5059RCHOP,5059RCET,3.0,793F_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-17,2021-02-02,2019-12-12
505900514300,505900514309,ZSHP,101,WOOP,300388054 tr 793,5059RCHOP,5059RCHOP,5059RCPT,2.0,793F_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-03-19,2020-11-03,2019-12-12
505900515500,505900515501,ZSHP,108,ZTEC,801403.CI.SU.OH,5059RCHOP,5059RCHOP,5059RCPT,2.0,SEG_MINING,CERR NOTI FCPR DMNV FMAT MOVM NLIQ PERI*,2019-12-28,2020-03-10,56788.68,57094.78,2020-03-11,2020-11-03,2019-12-13
505900515500,505900515502,ZSHP,108,ZTEC QCON,801403.CI.MA.OH,5059RCHOP,5059RCHOP,5059RCPT,2.0,SEG_MINING,CERR NOTI FCPR FMAT MOVM NLIQ PERI PREC,2019-12-27,2020-03-10,49664.5,52582.7,2020-03-11,2020-11-03,2019-12-17
505900515500,505900515503,ZSHP,101,WOOP,801403.CI.SM.OH.FALTANTES,5059RCHOP,5059RCHOP,5059RCPT,3.0,SEG_MINING,CERR DMNV KKMP NLIQ PREC,,,0.0,0.0,2020-10-17,2021-02-02,2019-12-18
505900515500,505900515504,ZSHP,101,WOOP,300388058 sm 797,5059RCHOP,5059RCHOP,5059RCET,3.0,SEG_MINING,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-17,2021-02-02,2019-12-18
505900515500,505900515505,ZSHP,101,WOOP,ADICIONALES,5059RCHOP,5059RCHOP,5059RCPT,3.0,SEG_MINING,CERR DMNV KKMP NLIQ PREC,,,0.0,0.0,2020-10-17,2021-02-02,2019-12-18
505900515500,505900515506,ZSHP,101,WOOP,300388058 sm 797,5059RCHOP,5059RCHOP,5059RCET,3.0,SEG_MINING,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-17,2021-02-02,2019-12-18
505900515500,505900515507,ZSHP,101,WOOP,300388058 sm 797,5059RCHOP,5059RCHOP,5059RCET,3.0,SEG_MINING,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-17,2021-02-02,2019-12-18
505900515500,505900515508,ZSHP,101,WOOP,300388058 sm 797,5059RCHOP,5059RCHOP,5059RCET,3.0,SEG_MINING,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-17,2021-02-02,2019-12-18
505900515500,505900515509,ZSHP,101,WOOP,300388058 sm 797,5059RCHOP,5059RCHOP,5059RCET,3.0,SEG_MINING,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-17,2021-02-02,2019-12-18
505900515600,505900515601,ZSHP,108,ZTEC,801404.CI.SU.OH,5059RCHOP,5059RCHOP,5059RCPT,2.0,797F_V000.AA,CERR NOTI FCPR DMNV FMAT MOVM NLIQ PERI*,2019-12-30,2020-02-24,11452.99,11896.2,2020-02-25,2020-11-03,2019-12-13
505900515600,505900515602,ZSHP,108,ZTEC QCON,801404.CI.MA.OH,5059RCHOP,5059RCHOP,5059RCPT,2.0,797F_V000.AA,CERR NOTI FCPR DMNV FMAT MOVM NLIQ PERI*,2019-12-27,2020-02-24,51518.42,50156.14,2020-02-25,2020-11-03,2019-12-17
505900515600,505900515603,ZSHP,101,WOOP,300388056 SM 797F,5059RCHOP,5059RCHOP,5059RCET,3.0,797F_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-17,2021-02-02,2019-12-18
505900515600,505900515604,ZSHP,101,WOOP,300388056 SM 797F,5059RCHOP,5059RCHOP,5059RCET,3.0,797F_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-17,2021-02-02,2019-12-18
505900515600,505900515605,ZSHP,101,WOOP,ADICIONALES,5059RCHOP,5059RCHOP,5059RCPT,3.0,797F_V000.AA,CERR DMNV KKMP NLIQ PREC,,,0.0,0.0,2020-10-17,2021-02-02,2019-12-18
505900515600,505900515606,ZSHP,101,WOOP,300388056 SM 797F,5059RCHOP,5059RCHOP,5059RCET,3.0,797F_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-17,2021-02-02,2019-12-18
505900515600,505900515607,ZSHP,101,WOOP,300388056 SM 797F,5059RCHOP,5059RCHOP,5059RCET,3.0,797F_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-17,2021-02-02,2019-12-18
505900515600,505900515608,ZSHP,101,WOOP,300388056 SM 797F,5059RCHOP,5059RCHOP,5059RCET,3.0,797F_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-17,2021-02-02,2019-12-18
505900515600,505900515609,ZSHP,101,WOOP,300388056 SM 797F,5059RCHOP,5059RCHOP,5059RCET,2.0,797F_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-03-19,2020-11-03,2019-12-18
505900515900,505900515901,ZSHP,108,ZTEC,801432.CI.TR.OH,5059RCHOP,5059RCHOP,5059RCPT,2.0,797B_V000.AA,CERR NOTI FCPR DMNV FMAT MOVM NLIQ PERI*,2019-12-13,2020-02-28,49187.73,53634.09,2020-02-29,2020-11-03,2019-12-13
505900515900,505900515902,ZSHP,101,WOOP,300389470 TR 797B,5059RCHOP,5059RCHOP,5059RCET,3.0,797B_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-17,2021-02-02,2019-12-19
505900515900,505900515903,ZSHP,104,ZTEC,FALTANTES,5059RCHOP,5090DCHEP,5059RCPT,2.0,797B_V000.AA,CERR NOTI FMAT MOVM NLIQ PERI PREC,2020-02-28,2020-02-28,20.8,25.77,2020-02-29,2020-11-03,2019-12-19
505900515900,505900515904,ZSHP,101,WOOP,300389470 TR 797B,5059RCHOP,5059RCHOP,5059RCET,3.0,797B_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-17,2021-02-02,2019-12-19
505900515900,505900515905,ZSHP,101,WOOP,ADICIONALES,5059RCHOP,5059RCHOP,5059RCET,3.0,797B_V000.AA,CERR DMNV KKMP NLIQ PREC,,,0.0,0.0,2020-10-17,2021-02-02,2019-12-19
505900515900,505900515906,ZSHP,101,WOOP,300389470 TR 797B,5059RCHOP,5059RCHOP,5059RCET,3.0,797B_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-17,2021-02-02,2019-12-19
505900515900,505900515907,ZSHP,101,WOOP,300389470 TR 797B,5059RCHOP,5059RCHOP,5059RCET,3.0,797B_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-17,2021-02-02,2019-12-19
505900515900,505900515908,ZSHP,101,WOOP,300389470 TR 797B,5059RCHOP,5059RCHOP,5059RCET,3.0,797B_V000.AA,CERR KKMP NLIQ PREC,,,0.0,0.0,2020-10-17,2021-02-02,2019-12-19
