Serial Number or Prefix;Product;Order ID;Work Order;Segment;Operation;Additional Notes;
0;;r120ceRAB;;;;;
;;;;;;;
Part No.;Qty;Type;SMCS;Part Name;Group No.;Group Name;Note
7K-1181;23;;1408;STRAP-CABLE;382-1477;WIRING GP-ELECTRONIC CONTROL;CCR TU&EL
206-1345;1;;1408;STRAP-CABLE;382-1477;WIRING GP-ELECTRONIC CONTROL;CCR TU&EL
352-3970;1;;1408;CLIP (LADDER);382-1477;WIRING GP-ELECTRONIC CONTROL;CCR TU&EL
419-6286;1;;1408;HARNESS AS-ENGINE;382-1477;WIRING GP-ELECTRONIC CONTROL;CCR TU&EL
132-5789;10;;1408;CLIP (LADDER);382-1477;WIRING GP-ELECTRONIC CONTROL;CCR TU&EL
352-3968;1;;1408;CLIP (LADDER);382-1477;WIRING GP-ELECTRONIC CONTROL;CCR TU&EL
352-3969;2;;1408;CLIP (LADDER);382-1477;WIRING GP-ELECTRONIC CONTROL;CCR TU&EL
4P-7429;1;;1408;CLIP (LADDER);382-1477;WIRING GP-ELECTRONIC CONTROL;CCR TU&EL
4P-7581;2;;1408;CLIP (LADDER);382-1477;WIRING GP-ELECTRONIC CONTROL;CCR TU&EL
7E-6508;12;;1120;CAP AS (UNIT INJECTOR);223-6408;BASE GP-VALVE COVER & INJ HARN;CCR DESAR
6V-0128;2;;1120;SEAL-CONNECTOR;226-4927;BASE GP-VALVE COVER & INJ HARN;CCR DESAR
